0	9.891032721802386
1	10.084108124880494
2	10.014923972648651
3	9.968476960366699
4	10.001255384774694
5	9.961806270714025
6	9.977255270545712
7	9.986239355165678
8	9.952187373255702
9	10.209255430624411
10	7.899509496417593
11	9.999999999999558
12	9.951171782417608
13	9.934839015702408
14	9.901352661758787
15	9.967232847453928
16	9.987386706311982
17	9.999999999999611
18	10.252829816214186
19	11.317015209080138
20	10.004403642118143
21	9.993828529409548
22	9.97705793351422
23	10.066963274635677
24	10.045351062077586
25	10.051588661100773
26	10.000000000000332
27	9.999393280017605
28	9.99996647413397
29	10.000093835056639
30	9.997720300964213
31	9.927720907875518
32	10.288689387864968
33	9.998738722737873
34	9.999366250337614
35	9.993431269452502
36	9.998234205978772
37	10.091571559153122
38	9.999656695122386
39	9.997798470421808
